iter	Passed	Remaining
4818	71558	373917
4819	71572	373898
4820	71588	373890
4821	71603	373878
4822	71615	373846
4823	71638	373873
4824	71658	373885
4825	71670	373854
4826	71682	373827
4827	71694	373797
4828	71709	373781
4829	71725	373772
4830	71739	373754
4831	71752	373732
4832	71764	373698
4833	71779	373687
4834	71791	373659
4835	71808	373653
4836	71824	373646
4837	71840	373636
4838	71855	373623
4839	71872	373616
4840	71885	373594
4841	71898	373571
4842	71911	373547
4843	71926	373531
4844	71939	373506
4845	71949	373468
4846	71964	373450
4847	71978	373432
4848	71992	373415
4849	72009	373410
4850	72023	373389
4851	72036	373365
4852	72047	373334
4853	72062	373317
4854	72073	373282
4855	72090	373278
4856	72107	373273
4857	72118	373241
4858	72132	373219
4859	72145	373197
4860	72159	373177
4861	72171	373145
4862	72182	373112
4863	72194	373082
4864	72204	373043
4865	72218	373023
4866	72232	373007
4867	72243	372973
4868	72257	372951
4869	72269	372923
4870	72284	372906
4871	72300	372900
4872	72313	372876
4873	72327	372857
4874	72340	372832
4875	72357	372825
4876	72370	372806
4877	72384	372782
4878	72398	372763
4879	72411	372743
4880	72428	372736
4881	72441	372714
4882	72455	372695
4883	72469	372676
4884	72485	372667
4885	72497	372636
4886	72513	372629
4887	72529	372616
4888	72545	372611
4889	72562	372605
4890	72574	372574
4891	72590	372569
4892	72604	372549
4893	72622	372550
4894	72641	372554
4895	72652	372522
4896	72663	372488
4897	72675	372456
4898	72687	372431
4899	72699	372397
4900	72711	372369
4901	72722	372337
4902	72739	372331
4903	72753	372313
4904	72766	372289
4905	72779	372264
4906	72792	372242
4907	72805	372217
4908	72821	372207
4909	72834	372185
4910	72846	372151
4911	72862	372146
4912	72878	372136
4913	72895	372133
4914	72910	372118
4915	72926	372107
4916	72940	372087
4917	72953	372063
4918	72965	372038
4919	72981	372030
4920	72996	372013
4921	73007	371981
4922	73023	371972
4923	73037	371950
4924	73048	371918
4925	73061	371893
4926	73075	371875
4927	73086	371841
4928	73100	371822
4929	73117	371814
4930	73133	371806
4931	73146	371781
4932	73163	371778
4933	73176	371756
4934	73191	371744
4935	73204	371719
4936	73217	371694
4937	73229	371663
4938	73247	371664
4939	73262	371651
4940	73280	371651
4941	73297	371651
4942	73313	371639
4943	73330	371636
4944	73343	371613
4945	73357	371590
4946	73372	371579
4947	73391	371586
4948	73408	371579
4949	73420	371551
4950	73432	371522
4951	73448	371515
4952	73460	371486
4953	73472	371453
4954	73487	371444
4955	73500	371417
4956	73516	371408
4957	73529	371386
4958	73542	371360
4959	73556	371344
4960	73569	371315
4961	73584	371302
4962	73595	371270
4963	73612	371264
4964	73625	371242
4965	73637	371210
4966	73650	371190
4967	73668	371190
4968	73681	371166
4969	73695	371148
4970	73708	371120
4971	73721	371096
4972	73734	371076
4973	73749	371062
4974	73763	371040
4975	73781	371041
4976	73793	371012
4977	73806	370989
4978	73818	370961
4979	73832	370940
4980	73843	370906
4981	73857	370888
4982	73871	370870
4983	73883	370841
4984	73896	370817
4985	73909	370792
4986	73924	370777
4987	73942	370779
4988	73956	370762
4989	73968	370734
4990	73980	370703
4991	73994	370682
4992	74008	370662
4993	74021	370639
4994	74036	370626
4995	74052	370618
4996	74064	370588
4997	74079	370573
4998	74090	370542
4999	74101	370509
5000	74114	370484
5001	74123	370440
5002	74138	370426
5003	74148	370389
5004	74165	370382
5005	74178	370356
5006	74194	370350
5007	74209	370334
5008	74221	370307
5009	74236	370295
5010	74248	370266
5011	74260	370235
5012	74272	370209
5013	74288	370198
5014	74303	370184
5015	74317	370167
5016	74335	370165
5017	74353	370167
5018	74370	370165
5019	74385	370150
5020	74398	370123
5021	74413	370110
5022	74425	370084
5023	74438	370061
5024	74455	370052
5025	74467	370027
5026	74480	370001
5027	74494	369982
5028	74508	369964
5029	74523	369950
5030	74537	369932
5031	74551	369915
5032	74564	369891
5033	74577	369863
5034	74588	369833
5035	74608	369843
5036	74623	369826
5037	74637	369810
5038	74653	369802
5039	74667	369781
5040	74680	369756
5041	74698	369758
5042	74714	369749
5043	74730	369740
5044	74742	369713
5045	74757	369697
5046	74769	369672
5047	74784	369653
5048	74797	369633
5049	74855	369828
5050	74875	369841
5051	74888	369816
5052	74901	369796
5053	74914	369771
5054	74929	369754
5055	74940	369723
5056	74953	369699
5057	74967	369681
5058	74980	369653
5059	74993	369633
5060	75005	369603
5061	75019	369582
5062	75031	369558
5063	75044	369533
5064	75057	369507
5065	75073	369501
5066	75086	369476
5067	75101	369460
5068	75116	369445
5069	75130	369426
5070	75143	369405
5071	75155	369373
5072	75165	369339
5073	75176	369306
5074	75190	369284
5075	75202	369255
5076	75214	369226
5077	75225	369194
5078	75239	369176
5079	75249	369139
5080	75261	369106
5081	75279	369107
5082	75293	369089
5083	75307	369071
5084	75321	369051
5085	75338	369048
5086	75353	369036
5087	75368	369019
5088	75381	368997
5089	75393	368968
5090	75405	368940
5091	75418	368914
5092	75432	368899
5093	75445	368875
5094	75457	368843
5095	75470	368820
5096	75485	368806
5097	75498	368784
5098	75512	368767
5099	75527	368750
5100	75539	368724
5101	75553	368706
5102	75573	368713
5103	75589	368704
5104	75604	368692
5105	75615	368660
5106	75628	368636
5107	75641	368613
5108	75655	368591
5109	75670	368577
5110	75681	368544
5111	75696	368534
5112	75709	368510
5113	75721	368480
5114	75733	368451
5115	75745	368421
5116	75759	368404
5117	75772	368382
5118	75784	368350
5119	75797	368328
5120	75807	368292
5121	75819	368262
5122	75833	368243
5123	75847	368226
5124	75860	368201
5125	75878	368199
5126	75895	368197
5127	75907	368169
5128	75918	368137
5129	75931	368111
5130	75946	368099
5131	75958	368070
5132	75971	368044
5133	75986	368033
5134	75999	368008
5135	76011	367979
5136	76025	367961
5137	76037	367933
5138	76052	367918
5139	76064	367890
5140	76081	367889
5141	76099	367889
5142	76114	367874
5143	76127	367851
5144	76140	367826
5145	76152	367799
5146	76168	367790
5147	76182	367773
5148	76196	367751
5149	76210	367732
5150	76225	367722
5151	76238	367695
5152	76252	367678
5153	76267	367662
5154	76283	367654
5155	76294	367624
5156	76305	367590
5157	76318	367564
5158	76329	367533
5159	76342	367509
5160	76357	367493
5161	76373	367484
5162	76386	367464
5163	76397	367430
5164	76408	367399
5165	76426	367395
5166	76441	367382
5167	76455	367364
5168	76468	367342
5169	76481	367317
5170	76493	367287
5171	76507	367269
5172	76517	367235
5173	76531	367216
5174	76546	367202
5175	76561	367187
5176	76574	367166
5177	76589	367148
5178	76601	367122
5179	76616	367107
5180	76629	367086
5181	76641	367056
5182	76654	367033
5183	76669	367019
5184	76682	366995
5185	76695	366974
5186	76709	366956
5187	76723	366937
5188	76736	366914
5189	76752	366903
5190	76764	366874
5191	76781	366870
5192	76795	366855
5193	76808	366829
5194	76822	366810
5195	76833	366777
5196	76845	366751
5197	76857	366723
5198	76871	366703
5199	76882	366670
5200	76897	366656
5201	76910	366633
5202	76924	366612
5203	76934	366577
5204	76945	366546
5205	76957	366514
5206	76969	366487
5207	76980	366456
5208	76991	366424
5209	77002	366391
5210	77015	366369
5211	77027	366337
5212	77037	366302
5213	77051	366280
5214	77066	366267
5215	77078	366241
5216	77090	366214
5217	77106	366203
5218	77118	366177
5219	77132	366158
5220	77150	366158
5221	77166	366148
5222	77179	366127
5223	77192	366104
5224	77206	366085
5225	77223	366078
5226	77235	366050
5227	77250	366037
5228	77264	366022
5229	77277	365998
5230	77289	365970
5231	77302	365946
5232	77318	365938
5233	77333	365923
5234	77348	365911
5235	77363	365894
5236	77376	365870
5237	77390	365854
5238	77404	365836
5239	77419	365820
5240	77431	365794
5241	77450	365797
5242	77461	365766
5243	77473	365739
5244	77487	365718
5245	77502	365704
5246	77517	365694
5247	77531	365675
5248	77546	365660
5249	77561	365646
5250	77574	365624
5251	77591	365618
5252	77605	365600
5253	77617	365573
5254	77633	365564
5255	77646	365542
5256	77659	365519
5257	77674	365502
5258	77686	365476
5259	77700	365458
5260	77712	365431
5261	77725	365405
5262	77737	365378
5263	77751	365363
5264	77766	365345
5265	77781	365332
5266	77792	365302
5267	77805	365277
5268	77822	365274
5269	77833	365242
5270	77849	365232
5271	77860	365198
5272	77871	365165
5273	77883	365137
5274	77898	365124
5275	77914	365119
5276	77928	365100
5277	77942	365079
5278	77955	365057
5279	77972	365054
5280	77988	365044
5281	78003	365029
5282	78017	365011
5283	78030	364988
5284	78041	364957
5285	78056	364942
5286	78069	364921
5287	78082	364898
5288	78100	364895
5289	78115	364884
5290	78129	364864
5291	78141	364836
5292	78155	364819
5293	78168	364795
5294	78183	364781
5295	78199	364775
5296	78215	364762
5297	78228	364741
5298	78239	364708
5299	78252	364686
5300	78265	364661
5301	78279	364644
5302	78290	364613
5303	78301	364579
5304	78314	364557
5305	78333	364560
5306	78346	364538
5307	78359	364517
5308	78375	364506
5309	78390	364495
5310	78402	364467
5311	78417	364452
5312	78429	364423
5313	78447	364423
5314	78462	364409
5315	78475	364390
5316	78489	364369
5317	78504	364355
5318	78517	364334
5319	78533	364325
5320	78556	364346
5321	78571	364333
5322	78584	364311
5323	78601	364308
5324	78615	364290
5325	78633	364287
5326	78647	364269
5327	78662	364258
5328	78676	364240
5329	78688	364212
5330	78703	364196
5331	78719	364186
5332	78732	364163
5333	78746	364149
5334	78759	364122
5335	78770	364090
5336	78782	364066
5337	78797	364051
5338	78810	364028
5339	78821	363994
5340	78833	363969
5341	78851	363967
5342	78864	363944
5343	78880	363934
5344	78893	363912
5345	78905	363888
5346	78921	363876
5347	78934	363853
5348	78946	363825
5349	78958	363799
5350	78972	363782
5351	78987	363769
5352	79001	363748
5353	79017	363740
5354	79033	363732
5355	79044	363698
5356	79058	363680
5357	79070	363653
5358	79087	363651
5359	79104	363642
5360	79117	363623
5361	79130	363599
5362	79143	363574
5363	79155	363546
5364	79170	363534
5365	79182	363509
5366	79199	363502
5367	79216	363496
5368	79229	363476
5369	79245	363465
5370	79259	363450
5371	79274	363435
5372	79285	363404
5373	79300	363389
5374	79315	363377
5375	79328	363353
5376	79342	363334
5377	79356	363314
5378	79371	363303
5379	79385	363284
5380	79398	363259
5381	79410	363236
5382	79424	363214
5383	79439	363204
5384	79451	363177
5385	79465	363156
5386	79480	363143
5387	79495	363128
5388	79509	363111
5389	79523	363092
5390	79539	363082
5391	79554	363070
5392	79573	363077
5393	79590	363070
5394	79602	363044
5395	79614	363014
5396	79629	363003
5397	79643	362983
5398	79654	362954
5399	79667	362928
5400	79679	362901
5401	79693	362883
5402	79709	362876
5403	79722	362852
5404	79736	362833
5405	79749	362812
5406	79763	362792
5407	79775	362767
5408	79785	362730
5409	79801	362719
5410	79815	362704
5411	79828	362680
5412	79843	362665
5413	79854	362633
5414	79868	362614
5415	79881	362591
5416	79894	362569
5417	79905	362537
5418	79918	362515
5419	79937	362522
5420	79953	362512
5421	79966	362488
5422	79981	362473
5423	79993	362449
5424	80007	362429
5425	80019	362402
5426	80030	362371
5427	80042	362345
5428	80054	362317
5429	80065	362287
5430	80077	362257
5431	80088	362228
5432	80108	362236
5433	80121	362214
5434	80136	362197
5435	80150	362180
5436	80161	362151
5437	80175	362132
5438	80187	362104
5439	80201	362088
5440	80218	362082
5441	80235	362076
5442	80249	362057
5443	80265	362048
5444	80283	362048
5445	80296	362029
5446	80313	362022
5447	80326	362000
5448	80340	361982
5449	80353	361958
5450	80372	361962
5451	80385	361942
5452	80399	361924
5453	80413	361905
5454	80427	361884
5455	80439	361857
5456	80455	361851
5457	80468	361826
5458	80484	361817
5459	80496	361792
5460	80511	361779
5461	80526	361765
5462	80538	361737
5463	80548	361700
5464	80561	361679
5465	80575	361661
5466	80586	361627
5467	80600	361610
5468	80614	361591
5469	80629	361579
5470	80643	361560
5471	80656	361539
5472	80670	361522
5473	80683	361498
5474	80696	361474
5475	80713	361471
5476	80727	361455
5477	80743	361445
5478	80756	361421
5479	80769	361399
5480	80785	361390
5481	80798	361368
5482	80811	361345
5483	80828	361338
5484	80844	361330
5485	80858	361312
5486	80871	361291
5487	80884	361270
5488	80897	361244
5489	80910	361222
5490	80922	361195
5491	80935	361174
5492	80951	361164
5493	80965	361145
5494	80978	361123
5495	80992	361104
5496	81003	361073
5497	81020	361069
5498	81032	361044
5499	81048	361033
5500	81060	361008
5501	81075	360994
5502	81090	360979
5503	81104	360963
5504	81119	360947
5505	81132	360927
5506	81143	360896
5507	81155	360869
5508	81166	360837
5509	81179	360812
5510	81189	360777
5511	81204	360764
5512	81219	360749
5513	81236	360745
5514	81250	360727
5515	81265	360715
5516	81279	360696
5517	81289	360660
5518	81303	360642
5519	81319	360636
5520	81332	360610
5521	81344	360584
5522	81358	360565
5523	81368	360530
5524	81380	360505
5525	81393	360481
5526	81407	360463
5527	81420	360442
5528	81435	360426
5529	81448	360405
5530	81460	360378
5531	81472	360354
5532	81493	360367
5533	81508	360350
5534	81521	360330
5535	81533	360304
5536	81548	360289
5537	81565	360284
5538	81577	360258
5539	81589	360230
5540	81606	360224
5541	81616	360192
5542	81633	360184
5543	81644	360154
5544	81656	360126
5545	81668	360101
5546	81681	360077
5547	81695	360058
5548	81709	360044
5549	81722	360022
5550	81739	360015
5551	81752	359994
5552	81765	359973
5553	81780	359956
5554	81793	359934
5555	81809	359926
5556	81824	359914
5557	81843	359915
5558	81857	359897
5559	81868	359865
5560	81878	359832
5561	81890	359804
5562	81903	359784
5563	81914	359753
5564	81927	359728
5565	81938	359701
5566	81953	359687
5567	81966	359665
5568	81981	359648
5569	81996	359637
5570	82012	359625
5571	82023	359596
5572	82039	359588
5573	82051	359561
5574	82063	359533
5575	82076	359509
5576	82088	359484
5577	82100	359457
5578	82114	359440
5579	82126	359411
5580	82140	359395
5581	82151	359363
5582	82169	359366
5583	82185	359356
5584	82203	359353
5585	82220	359352
5586	82233	359326
5587	82247	359311
5588	82260	359288
5589	82271	359258
5590	82283	359230
5591	82299	359223
5592	82313	359202
5593	82329	359192
5594	82343	359177
5595	82358	359161
5596	82370	359138
5597	82382	359108
5598	82397	359096
5599	82412	359081
5600	82428	359072
5601	82443	359058
5602	82456	359040
5603	82470	359019
5604	82484	359001
5605	82496	358976
5606	82510	358956
5607	82526	358948
5608	82539	358926
5609	82554	358913
5610	82566	358886
5611	82581	358871
5612	82595	358854
5613	82606	358824
5614	82618	358799
5615	82631	358774
5616	82642	358744
5617	82657	358732
5618	82674	358727
5619	82689	358714
5620	82704	358699
5621	82716	358672
5622	82729	358649
5623	82743	358635
5624	82758	358620
5625	82771	358599
5626	82786	358583
5627	82799	358564
5628	82812	358539
5629	82860	358668
5630	82876	358660
5631	82893	358655
5632	82907	358638
5633	82922	358623
5634	82936	358606
5635	82952	358596
5636	82966	358579
5637	82980	358560
5638	82992	358534
5639	83004	358506
5640	83017	358486
5641	83031	358468
5642	83042	358439
5643	83054	358411
5644	83065	358381
5645	83080	358365
5646	83093	358345
5647	83105	358320
5648	83119	358300
5649	83140	358313
5650	83158	358312
5651	83171	358292
5652	83188	358284
5653	83199	358257
5654	83212	358232
5655	83227	358221
5656	83242	358207
5657	83254	358178
5658	83267	358158
5659	83283	358147
5660	83300	358144
5661	83313	358120
5662	83327	358102
5663	83341	358087
5664	83355	358069
5665	83371	358058
5666	83387	358050
5667	83397	358016
5668	83410	357994
5669	83421	357962
5670	83433	357934
5671	83446	357912
5672	83459	357891
5673	83474	357877
5674	83488	357858
5675	83502	357843
5676	83516	357825
5677	83528	357799
5678	83542	357780
5679	83554	357753
5680	83570	357744
5681	83586	357734
5682	83598	357709
5683	83614	357698
5684	83626	357674
5685	83639	357654
5686	83654	357638
5687	83669	357625
5688	83685	357616
5689	83700	357601
5690	83713	357581
5691	83725	357553
5692	83737	357529
5693	83752	357513
5694	83766	357495
5695	83776	357463
5696	83789	357439
5697	83801	357412
5698	83813	357385
5699	83825	357361
5700	83838	357339
5701	83849	357306
5702	83863	357292
5703	83879	357279
5704	83894	357268
5705	83907	357246
5706	83921	357230
5707	83938	357222
5708	83951	357203
5709	83966	357189
5710	83981	357174
5711	83995	357158
5712	84010	357145
5713	84024	357125
5714	84036	357101
5715	84049	357076
5716	84067	357076
5717	84081	357060
5718	84098	357054
5719	84114	357046
5720	84126	357019
5721	84139	356998
5722	84153	356977
5723	84171	356979
5724	84186	356964
5725	84201	356953
5726	84216	356937
5727	84230	356919
5728	84243	356897
5729	84256	356876
5730	84271	356864
5731	84285	356844
5732	84301	356836
5733	84316	356821
5734	84329	356803
5735	84341	356775
5736	84358	356772
5737	84370	356744
5738	84384	356725
5739	84397	356706
5740	84410	356680
5741	84424	356665
5742	84435	356634
5743	84450	356621
5744	84466	356612
5745	84484	356610
5746	84502	356612
5747	84516	356594
5748	84532	356584
5749	84546	356565
5750	84558	356541
5751	84573	356525
5752	84589	356517
5753	84602	356495
5754	84618	356487
5755	84631	356464
5756	84644	356442
5757	84657	356420
5758	84668	356389
5759	84683	356374
5760	84698	356361
5761	84713	356348
5762	84724	356320
5763	84736	356294
5764	84748	356267
5765	84762	356250
5766	84776	356231
5767	84788	356206
5768	84799	356176
5769	84815	356165
5770	84832	356162
5771	84844	356137
5772	84855	356104
5773	84868	356082
5774	84880	356055
5775	84894	356039
5776	84907	356017
5777	84922	356004
5778	84933	355975
5779	84946	355953
5780	84964	355952
5781	84978	355932
5782	84994	355925
5783	85011	355919
5784	85027	355908
5785	85044	355905
5786	85059	355890
5787	85077	355891
5788	85093	355880
5789	85107	355863
5790	85121	355846
5791	85138	355840
5792	85154	355832
5793	85171	355828
5794	85183	355802
5795	85196	355777
5796	85207	355748
5797	85220	355728
5798	85233	355703
5799	85246	355684
5800	85262	355675
5801	85273	355644
5802	85289	355633
5803	85307	355633
5804	85322	355619
5805	85336	355602
5806	85348	355577
5807	85360	355550
5808	85371	355521
5809	85386	355508
5810	85401	355493
5811	85415	355474
5812	85429	355459
5813	85443	355442
5814	85459	355431
5815	85474	355416
5816	85490	355408
5817	85504	355393
5818	85520	355382
5819	85534	355366
5820	85550	355355
5821	85565	355341
5822	85578	355319
5823	85592	355304
5824	85605	355280
5825	85617	355255
5826	85632	355241
5827	85644	355217
5828	85657	355194
5829	85669	355166
5830	85682	355148
5831	85694	355121
5832	85706	355096
5833	85719	355072
5834	85732	355051
5835	85745	355031
5836	85758	355006
5837	85769	354980
5838	85782	354958
5839	85798	354947
5840	85812	354930
5841	85825	354909
5842	85837	354882
5843	85852	354868
5844	85863	354839
5845	85875	354811
5846	85888	354791
5847	85905	354786
5848	85919	354770
5849	85933	354749
5850	85944	354721
5851	85956	354693
5852	85972	354684
5853	85985	354663
5854	85996	354635
5855	86007	354603
5856	86019	354579
5857	86029	354544
5858	86045	354536
5859	86059	354519
5860	86075	354509
5861	86092	354503
5862	86105	354481
5863	86119	354464
5864	86131	354438
5865	86144	354418
5866	86158	354398
5867	86172	354381
5868	86185	354360
5869	86198	354339
5870	86215	354334
5871	86227	354309
5872	86242	354293
5873	86255	354274
5874	86273	354270
5875	86291	354272
5876	86305	354255
5877	86318	354232
5878	86331	354209
5879	86347	354199
5880	86361	354182
5881	86377	354173
5882	86391	354156
5883	86404	354133
5884	86415	354107
5885	86430	354092
5886	86450	354100
5887	86466	354091
5888	86487	354102
5889	86502	354087
5890	86515	354066
5891	86530	354051
5892	86547	354046
5893	86559	354023
5894	86572	354001
5895	86588	353989
5896	86600	353964
5897	86612	353938
5898	86629	353935
5899	86644	353922
5900	86655	353892
5901	86671	353882
5902	86687	353871
5903	86701	353853
5904	86713	353830
5905	86731	353827
5906	86747	353819
5907	86760	353796
5908	86772	353770
5909	86785	353750
5910	86799	353733
5911	86811	353708
5912	86829	353705
5913	86840	353676
5914	86852	353649
5915	86863	353620
5916	86876	353597
5917	86886	353566
5918	86896	353532
5919	86909	353510
5920	86919	353476
5921	86933	353457
5922	86947	353443
5923	86964	353434
5924	86975	353406
5925	86989	353387
5926	87005	353378
5927	87017	353353
5928	87033	353343
5929	87049	353337
5930	87063	353316
5931	87079	353308
5932	87092	353287
5933	87105	353265
5934	87121	353256
5935	87134	353234
5936	87145	353207
5937	87157	353181
5938	87173	353172
5939	87187	353151
5940	87198	353125
5941	87215	353117
5942	87229	353099
5943	87241	353074
5944	87254	353053
5945	87269	353039
5946	87283	353022
5947	87296	353002
5948	87310	352982
5949	87320	352950
5950	87332	352923
5951	87347	352912
5952	87361	352894
5953	87377	352884
5954	87389	352861
5955	87403	352843
5956	87419	352831
5957	87433	352814
5958	87446	352794
5959	87463	352787
5960	87476	352767
5961	87487	352736
5962	87502	352724
5963	87515	352705
5964	87530	352690
5965	87543	352670
5966	87557	352649
5967	87566	352612
5968	87579	352593
5969	87591	352568
5970	87607	352555
5971	87619	352532
5972	87634	352517
5973	87650	352509
5974	87664	352490
5975	87675	352462
5976	87687	352438
5977	87702	352425
5978	87717	352409
5979	87732	352396
5980	87745	352373
5981	87760	352362
5982	87774	352346
5983	87786	352319
5984	87798	352293
5985	87815	352287
5986	87825	352256
5987	87840	352240
5988	87851	352212
5989	87864	352191
5990	87874	352157
5991	87888	352139
5992	87903	352125
5993	87915	352100
5994	87925	352066
5995	87934	352031
5996	87947	352008
5997	87960	351988
5998	87975	351976
5999	87989	351959
6000	88004	351943
6001	88020	351935
6002	88034	351916
6003	88046	351893
6004	88059	351872
6005	88070	351840
6006	88080	351808
6007	88091	351778
6008	88102	351750
6009	88116	351733
6010	88129	351712
6011	88144	351696
6012	88162	351698
6013	88179	351691
6014	88194	351676
6015	88210	351667
6016	88227	351662
6017	88246	351667
6018	88264	351666
6019	88279	351653
6020	88292	351631
6021	88306	351614
6022	88319	351590
6023	88333	351573
6024	88347	351557
6025	88361	351540
6026	88376	351525
6027	88388	351499
6028	88402	351483
6029	88413	351453
6030	88433	351460
6031	88451	351460
6032	88462	351431
6033	88479	351423
6034	88490	351397
6035	88503	351376
6036	88518	351359
6037	88532	351343
6038	88545	351324
6039	88563	351321
6040	88578	351308
6041	88591	351287
6042	88605	351270
6043	88619	351252
6044	88632	351229
6045	88643	351202
6046	88654	351170
6047	88668	351154
6048	88677	351120
6049	88691	351100
6050	88703	351073
6051	88714	351045
6052	88728	351029
6053	88743	351017
6054	88755	350989
6055	88767	350966
6056	88781	350948
6057	88797	350937
6058	88810	350918
6059	88825	350905
6060	88836	350877
6061	88852	350867
6062	88866	350849
6063	88879	350826
6064	88890	350799
6065	88901	350770
6066	88913	350743
6067	88925	350721
6068	88939	350700
6069	88951	350675
6070	88963	350651
6071	88974	350622
6072	88986	350599
6073	88999	350577
6074	89011	350550
6075	89022	350523
6076	89034	350495
6077	89046	350472
6078	89060	350453
6079	89076	350446
6080	89089	350424
6081	89107	350423
6082	89119	350398
6083	89132	350375
6084	89147	350363
6085	89159	350339
6086	89173	350322
6087	89189	350310
6088	89200	350282
6089	89213	350263
6090	89230	350258
6091	89243	350236
6092	89255	350211
6093	89269	350193
6094	89280	350165
6095	89297	350157
6096	89315	350156
6097	89331	350147
6098	89344	350127
6099	89361	350119
6100	89374	350101
6101	89389	350087
6102	89406	350080
6103	89419	350060
6104	89433	350044
6105	89447	350024
6106	89461	350010
6107	89478	350002
6108	89491	349982
6109	89504	349961
6110	89516	349936
6111	89527	349906
6112	89539	349883
6113	89551	349856
6114	89564	349836
6115	89577	349814
6116	89590	349795
6117	89603	349774
6118	89617	349753
6119	89632	349741
6120	89646	349726
6121	89659	349702
6122	89674	349689
6123	89688	349672
6124	89699	349645
6125	89713	349627
6126	89727	349612
6127	89743	349600
6128	89757	349584
6129	89775	349583
6130	89788	349561
6131	89800	349538
6132	89813	349515
6133	89824	349485
6134	89837	349464
6135	89848	349435
6136	89862	349418
6137	89873	349391
6138	89889	349382
6139	89900	349352
6140	89913	349331
6141	89928	349316
6142	89940	349293
6143	89957	349287
6144	89970	349266
6145	89981	349237
6146	89992	349210
6147	90003	349182
6148	90018	349165
6149	90034	349159
6150	90051	349152
6151	90061	349121
6152	90073	349093
6153	90085	349071
6154	90102	349064
6155	90117	349049
6156	90133	349040
6157	90144	349014
6158	90157	348992
6159	90169	348969
6160	90183	348951
6161	90196	348928
6162	90208	348905
6163	90219	348875
6164	90234	348861
6165	90245	348832
6166	90257	348808
6167	90274	348804
6168	90293	348805
6169	90311	348803
6170	90326	348792
6171	90340	348773
6172	90354	348756
6173	90367	348737
6174	90380	348713
6175	90392	348689
6176	90403	348663
6177	90416	348642
6178	90429	348620
6179	90440	348591
6180	90453	348570
6181	90466	348550
6182	90480	348531
6183	90494	348513
6184	90511	348507
6185	90526	348497
6186	90541	348483
6187	90555	348464
6188	90571	348458
6189	90588	348450
6190	90603	348436
6191	90620	348433
6192	90635	348418
6193	90651	348409
6194	90661	348378
6195	90675	348361
6196	90689	348341
6197	90702	348320
6198	90714	348297
6199	90731	348293
6200	90746	348279
6201	90758	348253
6202	90771	348234
6203	90786	348220
6204	90809	348238
6205	90824	348223
6206	90840	348215
6207	90870	348257
6208	90888	348256
6209	90913	348280
6210	90931	348280
6211	90944	348258
6212	90961	348252
6213	90977	348244
6214	90992	348230
6215	91006	348215
6216	91020	348197
6217	91032	348173
6218	91048	348164
6219	91063	348149
6220	91075	348126
6221	91088	348105
6222	91105	348099
6223	91121	348088
6224	91133	348062
6225	91146	348041
6226	91157	348016
6227	91177	348020
6228	91194	348013
6229	91207	347995
6230	91224	347988
6231	91238	347970
6232	91250	347948
6233	91263	347927
6234	91279	347917
6235	91295	347907
6236	91309	347889
6237	91321	347866
6238	91335	347848
6239	91348	347826
6240	91366	347824
6241	91378	347800
6242	91389	347770
6243	91408	347775
6244	91420	347750
6245	91444	347768
6246	91463	347771
6247	91476	347751
6248	91490	347734
6249	91501	347706
6250	91514	347686
6251	91526	347660
6252	91543	347656
6253	91556	347633
6254	91574	347631
6255	91585	347604
6256	91599	347586
6257	91610	347557
6258	91630	347562
6259	91643	347542
6260	91657	347526
6261	91672	347513
6262	91686	347494
6263	91701	347480
6264	91711	347448
6265	91722	347422
6266	91734	347394
6267	91749	347382
6268	91763	347365
6269	91779	347356
6270	91797	347356
6271	91811	347338
6272	91825	347320
6273	91841	347311
6274	91856	347296
6275	91869	347276
6276	91882	347256
6277	91893	347229
6278	91906	347207
6279	91921	347194
6280	91936	347182
6281	91950	347161
6282	91964	347147
6283	91980	347137
6284	91993	347114
6285	92008	347102
6286	92022	347085
6287	92037	347073
6288	92051	347057
6289	92070	347056
6290	92084	347039
6291	92097	347020
6292	92112	347007
6293	92124	346982
6294	92135	346954
6295	92153	346951
6296	92168	346938
6297	92183	346926
6298	92197	346907
6299	92209	346882
6300	92225	346874
6301	92238	346852
6302	92253	346840
6303	92265	346813
6304	92284	346816
6305	92294	346786
6306	92307	346763
6307	92320	346744
6308	92332	346719
6309	92344	346692
6310	92358	346678
6311	92373	346665
6312	92392	346667
6313	92408	346655
6314	92421	346635
6315	92436	346620
6316	92452	346611
6317	92469	346608
6318	92487	346604
6319	92501	346586
6320	92513	346561
6321	92524	346535
6322	92542	346531
6323	92555	346514
6324	92571	346501
6325	92583	346478
6326	92596	346459
6327	92613	346450
6328	92628	346437
6329	92642	346421
6330	92660	346417
6331	92673	346399
6332	92686	346379
6333	92698	346352
6334	92710	346330
6335	92725	346314
6336	92735	346282
6337	92746	346254
6338	92758	346231
6339	92769	346204
6340	92782	346183
6341	92793	346154
6342	92808	346140
6343	92820	346115
6344	92831	346087
6345	92846	346075
6346	92859	346052
6347	92869	346022
6348	92885	346010
6349	92896	345985
6350	92909	345962
6351	92925	345954
6352	92938	345934
6353	92951	345914
6354	92963	345890
6355	92976	345866
6356	92990	345849
6357	93001	345822
6358	93012	345793
6359	93024	345769
6360	93039	345755
6361	93051	345733
6362	93066	345718
6363	93080	345701
6364	93094	345685
6365	93109	345673
6366	93123	345656
6367	93136	345636
6368	93152	345626
6369	93165	345604
6370	93178	345583
6371	93192	345566
